score,content
5,Face App ini sangat bagus saya sangat suka
1,Gak bisa dipakai minta pro
5,Sangat menyenangkan apliiasi ini
5,Gw suka apl ini bisa ngedit foto
5,Aplikasinya bagus saya suka gabakal nyesel klo ngedownload
5,aplikasi in bagus bangeeeeeeettttt
5,keren kalau bisa jangan bayar
5,Wow edit photo pakai aplikasi ini Alus pisan.... Mantap
5,Sangat membantu Sekian terimakasih!
5,Sangat puas dengat editan nya hahaha
5,Aplikasi sagat bagus*************....................... ......................................................... ......................................................... ......................................................... ......................................................... Apain liat kebawah saya bilan Aplikasiya sagat bagus . .............................................
5,"Yg gratis sedikit, tp oke lah app ini"
5,Kenapa saya tdk bisa download face app
5,Aku kenapa ngasih bintang 5 karena FaceApp itu bagus sekalai
5,"Keren app nya, suka banget👍"
5,lumayan lah aplikasi nya... hahaa
5,Bagus banget cocok untuk saya yg gabut
5,Bagus banget lah pokoknya gw ngedit cowo jadi cewe cantik bgt😭👍
5,Mantap sangat lucu
5,Keren banget ini apk saya sampai tertawa
5,Suka bget...aplikasi ini sgt ku suka ...❤❤❤❤
4,bagus banget saya suka tapi saya belum mengerti jadi saya kasih bintang 4
1,Force close terus solusinya apa??
5,Baguss tolong yg PRO kalo bisa gratiss
5,Syukur saja bintangnya hanya 5 kalau 100 Pasti ku kasih 100🤣
5,Ini aplikasi bagus banget kalian harus coba
1,tolong saya pengen download tapi gk bisa😫😰😭
1,jelek gak bisa buka harap coba melulu..
5,Mantap saya sangat suka bagus banget soalnya
5,Aplikasi yang sangat berguna bagus banget
1,"PAYAH HARUS BERLANGGANAN DULU BARU BISA MENIKMATI DENGAN BEBAS FITURNYA, HARGANYA MAHAL LAGI! PADAHAL VERSI SEBELUM2NYA CUKUP NONTON IKLAN SAJA KITA SUDAH BISA NIKMATI FITURNYA."
5,Lucu banget jadi ketawa sendiri
5,aplikasi nya bagus banget jadi aku kasih 5 bintang
5,Face app bagus banget enggak downlod nyesel 👍
5,Aplikasinya tolong di perbaikin lagi ya
5,Aplikasi yg sangat bagus . Saya senang menggunakannya
3,Kadang memperoses poto nya aga lama tapi gpp seruu bangeet👍❤❤
1,apaan nih.donlot2 kaga bisa dipake.
5,Mantull aplikasi ny sukses slalu buat yg buat aplikasi ny
2,saya coba kok ngga bisa trus ya kenapa & apa yang salah dgn foto saya
5,Aplikasi nya bagus banget!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! 🤗
5,Mantap apk baguss makasihhh
1,buruk terlalu banyak yang harus versi pro bad apl
5,Apk bagussssss bangetttt wajib download ya temen temen kalo gk download nyesel loh yuk cepet download oke bye bye 👋
3,Dulu bagus banget tpi skrng sku tdk bisa mengunduh lgi
1,"aplikasi tai foto ga bisa di upload, nyesel saya download 👎"
5,Aplikasi ini bagus 👍banget kalau nggak donlod nyesel loh😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
5,Sangat puas dengan aplikasi in
5,Sangat puas dengan aplikasi in
5,"Makasih membuatku cantik, walaupun ini editan"
5,bagus bangat apk nya
4,Kenapa kok harus bayar kukira gratis ini tidak sesuai ekpestasiku
4,App sangat baguss
1,gk bisa pke iklan
5,Aplikasi nya bagus the best emang 😌
1,ayo cok yang enak mending versi lama
5,"Ayo download aplikasi ini,kerenn banget guys, nyesel deh kalo gak download 😀😀"
5,"Aplikasi apa nih jelek banget!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!.tapi bo""ong aplikasi nya bagus banget."
5,1 detik langsung kelas install nya karena aku di hotel lantai 5 nama bian kelas 4 umur 10 btw aku suka nge edit sama tmen tmen aku oh iya 1 lagi ada youtuber juga loh yang termasuk miawaug UwU
5,"Seru aplikasi ini, aku sampai ngakak 🤣🤣🤣🤣🤣🤣 beneran lucu banget"
5,aplikasi ini sangat menarik
5,Aplikasinya bagus dan berguna banget
5,😂lucu.. smua org pasti akan menua
5,"bagus,,! saya suka,, lebih tingkatkn lgi"
5,Editan keren...tp ko jaht bgt yah 😆😅😂
5,terima kasih baguuuuus sekali app nga
5,aplikasi nya bagus buat menghibur
5,Bagus banget loh bbl bbl bagus banget loh
5,Cucoklah pokoknya bisa ngilangi galau buat lucu2an
5,Aku suka sangat suka.. Thanks faceapp😘😘
5,mendorong saya supaya secepatnya merawat wajah kita
5,bagus banget..bikin tertawa sendiri he..he..gokil
1,aplikasi tidak bisa dipakai
2,cukup memuaskan tpi msh lbh bagus yg sebelumnya..
4,4 dulu... Nanti kalo gratisan banyak. 5
5,"Ini kok daritadi Gagal terus yah , Harap coba lagi mulu"
1,"Sumpah makin pelit kikir aja, masa semua fiturnya harus bayar menjadi pro?"
1,baru download langsung ga bisa kebuka. 👎
5,bgus wlpun agk loding smoga kdepannya bisa lbih baik lgi
1,Sangat bagus untuk muka yg baubang
5,Ini bagus sih menurut aku soalnya aku belum pernah coba haha nanti kalau udah coba yah!🤗
2,Kenapa masih harus beli mingguan dan sebagainya
1,"Ga bagus, selalu gabisa"
5,Mantap mudah pengoperasian nya.
1,"APLIKASI INI BERBAYAR, KALO GAK PERCAYA SILAHKAN DOWNLOAD ..."
1,"sekarang banyak yang berbayar gak gratis lagi,,,,, JANGAN DOWNLOAD NTAR NYESEL SUMPAH"
5,Filter yang remaja bagus kukasih bintang 5 👍
5,lucu dan cukup menghibur
5,sangat bagus bs buat ketawa terbahak2.
5,Editor foto keren
5,Keren apk ya bisa begituu!!
5,Yg kesini gara gara tik tok viral😂😭bagus apk ny.. Bisa gabungin muka tetet sama jaemin😂
5,bagus bikin ketawa sendiri
5,Aku kasih bintang lima karna apk ini bagus banget lohh☺️☺️
5,bagus banget aku sampe beri bintang lima jos banget deh bisa boongin yemen ku hehe
3,"Gue kasi 3 bintang, karna kalo mau nambah perubahan yg lain harus bayar 😁😁😁"
5,face app emang bagus aku kasih bintang 5
5,sangt menghibur dan asyik juga
5,bagus sekali tapi sayang bayar
5,"Terimakasih,, bagus sekali dan sangat memuaskan"
5,"Hasilnya memuaskan,keren pokoknya."
5,Mantap tpi jgn semuanya bayar lah
5,Halo nama saya Allea saya pake akun nenek saya saya suka..... Sekali sama app FeceApp ini saya kasih bintang lima 🥰🥰🥰terima kasih😊😊😊
5,Bagus sekali layak dapat bintang 5
5,Aplikasi nya bagus banget sumpah❤️❤️❤️🥰
5,good app..tp masih bnyak yg pro...
5,Aplikasinya bagus dan lucu🤣🤣🤣
3,sy berikan 3 bintang... Apk lumayan bagus
5,"Assalamualaikum, menurut saya aplikasi ini sangat bagus👍"
3,Lumayan mahal untuk yang berbayar
5,"mantap bikiin keki pengguna app ini, trima kasih"
5,FaceApp nya lumayan....bagus bingit.....sayangnya yg Pro harus pakai bayar....hhhh
4,"Bagus kamera faceapp nya ,saya suka"
5,Bagus banget terlihat nyata
5,Apk ini bagus banget untuk orang buriq seperti saya🤣🤣🤣
1,loading ny setengah abad lama bgt
5,Aplikasi ini sangat menipu:) Tapi bagus:v
4,Bagus.... Tp kok idit tan nya harus beli se paro
1,"jelek banget gabisa dipake. apa""an kali. ga berguna!"
5,mudah dimengerti 😊😊😊😊💕💕💕
5,Terimakasih FACE APP aplikasi sangat membantu
5,kerennn buat lucu lucuan
5,Mantaff di perbanyak lagi untuk pilihannya
5,"Mantap, tapi katanya bahaya... Apa iya?"
5,aplikasi yg sangat baguuuussss.. bintang 5 dech
1,proses fotonya lama banget si?!
4,Bagus benget tapi agak binggun
5,aplikasi ini sangat ngakak aku sampai ketawa sendiri lihat muka gue😂😂😂
5,gue suka aplikasi kayak gini ga nyesel deh pokoknya
5,editannya sangat bagus. I like
5,Asli keren bgt apk nya wkwkkw
4,lucu rasanya melihat wajah menua
5,Mantapp...tpi apk ini harus punya 💰🥺🥺
1,Aplikasi anjiiinggg.. Gk bisa di gunaiin.bangsatt
5,ko ga bisa ngedit lg sih
3,Tambah lagi fitur nya 😉😉
2,swmoga bagus..dn ga bnyk iklan..
5,Cukup bagus saya suka aplikasi thanks faceapp
5,Bagus sih tpi kadang2 knpa suruh bayar
4,tolong hilangkan fitur pronya
5,kamera jahat mantap yg kaga pede jadi pede tapi awas ketipu sama kamera nya
5,good suka dech sama aplikasi ini. 😃
1,"kok gak bisa di downlod sih ,jadi nyesel"
5,"Biar aku kasih tau ini fliter yang di tiktok itu, yang bisa berubah jadi contohnya cewek jadi cowok, cowok jadi cewek 😬💗"
5,Mantap banget aplikasi FaceApp ini guys 👍😊 download terus yaaa.
1,"NoB ""ada yg tidak beres ""gue rasa yg bikin apk nya ga beres..."
5,Mantap nih aplikasi hehehe...
5,Hai saya dn suami saya suka x sama aplikasi ini😊 bagus dn memuaskan🙂🙂🙂
5,THE BEST APLIKASI. TINGKATKAN DAN JANGAN PERNAH BERUBAH UBAH
5,Luar biasa wajah jelek jadi Cantik 😍
5,"faceApp emang jagonya editor foto,.."
5,Bagus Banget sumpah bagus kalian harus Download Aplikasi ini 😁😁😁🥰🥰🥰🥰!!!!!!!!!!!!!!!!!!!?????????!???????????????????????????????????????????????????????????????????????????????????????????????? Bagus sekali Bagus ??????.
5,mantap bener nih aplikasi nya
5,Mantap apalagi lw ga bayarrr lebihhh manataaaap
5,Baguss bgt cuma sayang harus bayar ada adm ny😂
5,Keren dan semakin canggih
5,"5 bintang buat aplikasi face App,,puas bangettt pakai aplikasi ini"
5,"Utk seru2an wajah bs cantik sesuai dng yg kt inginkan,bagus"
5,"Saya bisa edit orng iseng/gak sengaja.., wkwwkwkwkwkwwkwk"
5,"Aplikasi yang sangat bagus, saya sangat puas sekali."
1,"gak bisa dibuka😂maaf langsung aku hapus,harus nuggu apa gimana aku binggung,aku orangnya gak sabaran menunggu terlalu lama hadeh-_"
5,mantap...harus lebih di tingkatkan
5,Bagus banget sama yang inilah alasan ya kenapa karena bagus
5,Aplikasi ini bagus banget !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
5,Bagus banget kalian wajip dolnos sumpah bagus banget
5,Apliklasi ini bagus banget ✓✓✓✓✓✓✓✓✓✓
3,baru beberapa kali ngedit... eh ga bisa kebuka lagi
5,aplikasinya bagus membantu banget🖤👌🤭😂🤲🧚‍♀✨👁🌶😭👀🍈🎵😅😄😊😋😙😍😘🤩🤩🤔😐😶😑😮🤐😪😛😴😫🤤😒😔☹️🤑🙃😕😭😟😨😱😰😬🤯😳🤪🤒🤕😠🤢🤒🤮🤧😇🤡🤡🤓🤭🤥😈👹👺💀😹👽👻☠️💩😽😽😿😾🧒👦👧👨👨‍⚕👵👴👨‍🏫👨‍⚖️👨‍🔧👩‍🔧👩‍🏭👨‍💻👩‍🔬👨‍🔬👨‍🔬👩‍💻👩‍💻👷‍♂🕵‍♀💂‍♂🤴👩‍🚀👨‍🚒👮‍♀👮‍♀👷‍♀🤴💂‍♂👳‍♂🤵🤰🧙‍♀🧚‍♂👰👸🤴🙎‍♀🙅‍♀🙆‍♂🙍‍♀🧜‍♂🧝‍♀🧞‍♀🧞‍♀🧟‍♂🧟‍♂🧟‍♀💁‍♂🙋‍♂🙋‍♀💆‍♀💆‍♂🚶‍♂🚶‍♀🏃‍♀💃🧗‍♂🧘‍♀🧖‍♂🧖‍♀👯‍♂🧗‍♀🧘‍♂🛀🛀⛹️‍♀⛹️‍♂🏋‍♀🚴‍♂🚵‍♂🚵‍♀🤽‍♂🤸‍♀🤼‍♂👭👬🤹‍♀👨‍❤️‍💋‍👨👩‍❤️‍💋‍👩👩‍❤️‍
5,Cuma bisa bilang sangat bagus👍👍👍🙏
5,"Kerenn, aplikasi yg bisa bkin firal hahahah"
5,"Sangat memuaskan,,,aplikasi ini"
5,puas bisa bermain main dgn foto foto kita
1,"Apknya macet"" ga jelas!!!!"
3,nyoba dulu ha...kelihatanya kok lucu...😂
5,lucu bs ngedit foto dgn berbagai mcm pilihan
5,"kereeeeeennnnn,,, ga nyesel w download. seruuu dah pokok nye... ngakak abisssss"
5,"keren lah, buat lucu2an 😄😄"
5,Mantap buat wajah kita berjuta perubahan😄😅
5,Mantap....wajib dicoba untuk isengin twman kerabat he..he..
5,Sempurna hanya saja perlu di perbanyak yg free
3,Baguus tp knp mau pake yg pro harus bayar siih
4,aku suka banget aplikasinya bagus jadi aku kasih bintang
5,keren deh pokoknya ..suka banget
5,Aplikasi bagus buat ngeledekin cewe biar jadi insinyur
5,Bagus untuk membuat gambar
5,"Aplikasinya mantap, mudah digunakan"
5,Aku suka banget karena tadinya aku jelek jadi cantik
5,Bagus bin keren.. jadi tambah cakep.
5,"Keren, mantap.... Aplikasinya top lah"
1,apk ny bgs tp ko g bsa buka galeri y
5,"Selama ini bagus,ga tau kedepanx"
4,aplikasi yg bagus dan menarikk
3,"Sy batu mencb,jadi asyik ja .. sangat menghibur👍👍"
5,APK ini sangat bagu dan membantu😁
5,Bagus bett anj!!! Muka gw awalnya buriq trus pake ini jadi cantik bgtt😭💗
5,Kami puas malah sangat puas dengan aplikasi ini
5,Bagus aplikasinya. Buat seru seruan aja sih
5,real banget gambarnya
5,suka banget sm aplikasi nya keren
5,GAME INI SANGAT BAGUS MAKSUDNYA APLIKASINYA BAGUS THANK YOU VERY MUACH
3,tingkatkn lagi agar lebih bagus
4,Kenapa muka udh jelas suka gk bisa ya?
1,aplikasi idiot.. gagal mulu loading nya.
1,Salam saya dari kota Bogor kok gak bisa yah nginstal padahal saya suda hapus 2 aplikasi hp ku vivo S1
2,kok gabisa??? gagal gagal trs? napa ya
5,"mirip sekali dengan almarhumah ibu saya,dan suami saya juga mirip dengan halmarhum ayah nya..."
4,Bagus banget nih app g biasanya aq ikutan gini🙈🙈🙈🙈
5,"Sangat bagus dan menarik, aku paling suka"
5,Anjay gua jadi cewek cakep juga y semoga aku jadian ama aku di face app the real sad boy sayang diri sendiri:v
5,"Bagus bgt aplikasinya,,bikin PD aja kalo di foto"
5,Face app ini sangat cantik
5,aplikasi ini sanagt lah bagus
5,Bagus tp yg lebih bagusnya harus bayar ......
4,Aplikasi nya bagus dan menarik
1,berita Terbaru di Metro TV..katanya Mencuri data dari Pribadi di Galeri karena Mibta acsess foto ??? apa bener data kita tercuri ??
1,Tolong jangan pernah unduh aplikasi ini. BERBAYAR
5,Aplikasi ini berguna banget kalian hal mendownloadnya
5,kalau bisa jangan pakai iklan
1,"Baru instal sudah disuruh byr , lgs dibatalkan bil baru dibatalkan setelah 3 hari!"
5,Bagus banget... Aplikasinya saya suka' banget...👍🏻👍🏻👍🏻👍🏻👍🏻😘😘😘😘😘
5,Walaupun sd tua sy dpt melihat wajah sy yg semasa remaja dan tua bangka nanti hahahahah
5,Mantap coy aplikasi nya gokil abis
5,"Assalamualaikum wbr. Langsung to the point. Bagoess.Bagoess.Bagoess bgtttttttttt!!”.😭😭😭👍. Kalo ada bintang ⭐⭐⭐⭐⭐¹⁰⁰⁰⁰⁰⁰⁰⁰ Sekian terima kasih, Wassalamu'alaikum wbr😯🙏"
5,Saya kasih nilai banywk karena saya suka sama aplikasinya
5,Mksh app bgs buat poto kt lbh sempurna
4,"Aplikasi nya sangat bgus,aku suka bngat"
5,sangat bgs tp msh bingung
5,Ga bisa beli yang pro karena masalah finansial!!!!!!!!!!!!!!!!!;!!!!!!!!!!
5,aplikasinya bagus udah gitu cuma
1,cma bsa di pake skali doang wkwkk apk macem apa ini
4,Bagus tapi harus pakek data
5,Luar biasa keren abis pokona mah
5,Aplikasinya bagus banget aku suka bet DECH
5,mantapdan tambai lagi dong aplikasinya
5,Sangat puas sama hasilnya
5,"Bagus banget tapi koq mahal ya, terima kasih."
5,faceApp emang keren abis
5,Aplikasi ini jelek! ¡!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Nggak ko bgus
5,Luar biasa mkn semangat buat foto2 ku yg lain seperti nyata
5,Aplikasi ini sangat bagus kalian wajib donlod
5,Aplikasinya bikin aku ketawa-ketawa sendiri 😆
5,Sa ya sangat suka sekali aplikasi good
1,suka gk bisa ngedit
1,Tidak baguss karna gk bisa buka yang lain.... 😡😡😤😏😒
5,Ini ni apk sangaaaaattttttt.........bagus.............gk nyesel deh dwnld apk ini...mantapppp
1,gmn sih gak bisa di proses fotonya
5,"Udah bagus kk,apk nya sangat membatu"
5,Aplikasi jahat cocok buat yg pingin jadi hode
5,Aplikasi yg bagus buat happy2..👍🥰🙏
5,Good lah aplikasinya 💖💖💖💖 tingkatkan yah
5,Mantap kali bro
5,Mantap cuk apk ini membuat kita buat tau apakah kita cocok jadi cewe apa ga
5,"Bagus ya,foto jadi keren"
1,Update terus tapi makin susah ga mudeng aku
5,Keren sih tapi kok aku malah jadi makin tua bukan tambah muda😂😂ngakak🤣🤣😂🤣🤣
5,Simple sangat bagus. Terima kasih
4,sayangnya bnyak yg gak bisa ke buka 😒
5,Gokil keren abis apk nya
3,"bagus,tapi harus beli segala"
5,Oke banget klw bisa gk ada pro nya
5,Aku sangat gembira dan senang sekali dgn aplikasi ini
5,lucu juga ni aplikasi
4,Coba dulu...kayaknya bagus...kalo puas kasih Bintang 5
1,Lama banget aplikasinya terkirim sapatau boongan
1,"jelek,,apaan mau edit yg keluar kucing tunggu beberapa jam lg..males bgt"
5,Semua tampak mudah
1,maaf cuma kasih 1 bintang karna saya gk bisa download d hp mi max3
5,"Magic,bikin happy aja nih aplikasi 😃😃😃"
5,Wajah sy bgt segar dn tdk bgtu jauh dr wajah aslinya tuk wajah usia 3.mksh tuk FaceApp
3,gk bisa kebuka smua.malah harus bayar.
5,Seneng dgn aplikasi ini jd tau Nnti klu tua wajah nya seperti apa 😅😅
3,terimksih saya jadi terhibur dengan aplikasi ini
1,Bagus bangat aplikasinya. Syo suka mau edit fohto
5,Kameranya bagus bngtttt
5,Saya suka face app bagus hasil nya
5,saya suka dengan aplikasi ini karena bikin happy
5,Bagus banget buruan download....................................................................................................................................................................................................................................................................
5,"Seru.Aku udh cantik,jadi tambah cantik😉 PD tanpa batas😊"
5,Bagus sayang kalau baru donglot banyak yang gak kebuka
5,Aplikasinya saya sangat suka bagus bnget hsilnya.
5,"Haha..jadi kehibur liatnya,bagus bagus saya suka"
4,bagus ko aplikasi nya trima kasih
5,Aku suka banget dan seru banget.
5,"Deskripsi penggambaran hampir mendekati(jenggot,kaca mata,tua)sedangkan sisanya jikalau operasi plastik"
2,Seru lucu melihat dr sisi lain wajah kita
3,kenapa pas saya pilih poto terus pas lagi memperoses poto lama di sananyah?
5,Sayang kudu bayaaaar kl gratis lebih seruuu
5,Hai developer thanks you atas apk yang bagus ini
4,(・∀・) wanjir sotosop makin gak percaya klo ketemu cewe di tinder
4,Gw kasih bintang 4 tolong tambahkan Jenggot dan gaya rambut yang banyak min biar ta kasih bintang full 👏
5,Kerennn aku dan kamu harus Download nih gak boleh sampai ketinggalan ya.....
5,Assalamualaikum temen² namaku fitrianita apk ini bagus banget kalian gak bakalan nyesel download apk ini
4,"Tingkatkan lgi ,trus berkarys"
5,mantep bisa lihat tuanya nanti sperti apa 😂😂
5,Aplikasinya keren bagus buangeeeeeeeeeetttttt aku syukaaaaaaaaaa
1,Gk fungsi gan gan
5,Bagus app ...tapi banyakin yg gratis donk ....
5,assalammualaikum perkenalkan nama saya AHmed asal dari bumi saya hamba allah sudah mungkin itu saja yg dapat saya sampaikan waillahhitopik walidaya asallammualaikum wrb
4,Aplikasi bagus...pitur kurang lengkap
1,Kenapa whoy....!!! gk bisa diBuka aplikasinya
5,mantap.bisa meramal wajah masa depan.
5,keren banget aku suka aplikasinya
5,Makasih yaaa. Atas app ini aku jadi berubah drastis 😆🤣
5,Saya kasih 5 bintang supaya saya bisa bebas gunakan aplikasi ini tanpa bayar pajak atau lainNya.
5,Bagus sih...bisa ngedit sesuka hati😄😄
5,Mantap dari muda jadi tua
5,Face app ini sangat bagus sekali
5,mantap kalau gratisin semua
5,Sangat suka sama aplikasi ini memuaskan
1,nggk bisa buat ngedit
1,"jelek, coba lagi coba lagi terus 😌"
3,Banyak fitur pro nya
1,Tidak ada cela sdikitpun buat gratis. App swasta 😂
5,"Aplikasi ini mantap, sangat membantu"
5,"Apk nya sngat bgs tmn2,, TDK nyesal klu download ni apk, aku ksih bintang 5👌👌👌👌"
5,Bagus banget...aku bisa liat wajah anak aku nanti 😂😂
5,Fitur nya sangat bagus
1,Ko pny sy bru di download dipakai ga bs di gunain lg y....
5,Wow bagus banget ini aplikasi yang gua cari
5,FaceAp kamu bagus aku suka FaceAp aku kasi. bintang5💙ambillahkomenya99+buat Kamu selamatya aku cinta Kamu🍎🍎🍎🍎🍎🍎🍎🍎💙😑{kamubacakomen} aku
1,koq apk faceapp nya gk bisa digunakan di android saya
5,aplaikasinya bagus lucu💕
5,Saya kasih bintang lima karena aplikasinya bagus banget😀👍
5,Saya kasih bintang 5 bagus bnget aplikasinya...
5,"keren juga nih aplikasi,,"
2,Kurang menarik karena harus bayar
2,Udah gak bagus lagi aplikasinya
5,Bagusnya aplikasi ini bikin muka jadi kinclong
5,aplikasi ini bagus banget gak nyesel deh aku download aplikasi ini
5,Aplikasiya butik dan jlek 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡 tapi bohong hayu bagus loh aplik ya
5,Bagus banget ga nyesel dech pokonya
5,"Halus, kemungkinan 8% mereka bisa mengetahui itu palsu"
5,Aplikasi ini bagus banget cuy temen gw aja ketipu sama muka gw yang gw rubah jadi cewek 🤣
1,proses loading foto lama
5,Edit poto jd lebih mudah
5,Bagus kreatif... Cuman pro harus bayar ahh
3,3 dulu kalau berfungsi tambah jadi 5 bintang
5,gems ini hasilnya sangat bagus sekali 😁
5,Bagus sekali dan menarik
5,"Bagus banget pokoknya ,gak nyesel deh download aplikasi ini😁"
4,buat seru seruan mah asli seru banget
5,Aplikasi nya bagus banget!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!@@@!!!!!!!!!!!!!!!!!!!!!!!!!!!!napa liat liat kan udah di bilang bagus (\_/) ( '-' ) /><\
2,masih kurang bagus aplikasi nya.
1,kenapa saya gak bisa mengedit? login juga gak bisa?
5,"Aplikasi ini sangat memuaskan,,mantaaap 👍👍👍👍"
5,mantap boss kaya asli fotonya.👍👍
5,"Memuaskan pokoknya applikasinya, mantap ok"
1,"masa masuk kaga bisa ada yg tidak beres mulu, kenapa ini ?"
5,mntappp ngg nyesel dowloadnya..smoga kedepan nya mkin lebih mntapp👍👍
2,aplikasi anjeng babi masak gua udah foto muka gua Habistu gua nyo Bain keorang lain foto nya tetap begitu aja aplikasi pantek
5,sangat bagus dgn aplikasinya good
5,Sangat manarik n sangat memuaskan
5,Suka banget pokoknya face app terbaik
5,bagus aplikasinya sangat membantu
5,Bekerja dengan sangat baik👍👍👍
5,aplikasinya ok bnget mantap dah pokoknya
5,Apalagi kalw pro nya gratis ... tar saya kasih nilai bintang 100 😂
5,Mantap semangat buat yang buat aplikasi ini 😃😄😃😄😃😄😃😄😃😄😃😄😃😄😃😃😄😃😄🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩
5,Bagus sekali 🥰🥰🥰🤩🤩🤩😍
5,Saya kasi bintang 5 bagus banget aplikasi nya
5,cepat dan gak ribet
5,Mantab poll kalau bisa kasih harga promo
4,Mantap ini aplikasi nya kayak seperti asli
5,keren.aplikasinya kaya nyata🖒🖒🖒
5,Saya sangat suka dengan aplikasi ini mohon ditingkatkan
1,Bagus bisa menjadi muka kita konfig
5,Suka mengedit foto
5,aplikasi ini sangat bagus 🖒🖒🖒
5,aplikasi ini bagus banget aku jadi tau tua kuu
5,Mantap berasa muda kembali
5,Aplikasinya ajaib banget kereen
5,Aplikasi ini bagus bisa mendeteksi muka tua saya.
5,Trbukti keren dan seru
5,"Sangat memuaskan dengan aplikasi ini,he"
5,Applikasi ini sangatlah bagus!!!!
5,FaceApp sangat membantu untuk mengedit foto 😊😊😍
5,Apk bagus bangetttttttttt............... Membantu banget terima kasih !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
4,Cukup bagus dan baik app ini
5,Aplikasi Bagus Untuk tampil lebih keren
5,seru buat seru seruan bikin yg sedih jd tersenyum geli sendiri
5,Aplikasi yg bikin makin betah di rumah
5,aplikasi ini sanagat bagus sekali
2,Lumayan gokil tapi melebihi takdir/kodrat
5,Kurang puas masih banyak yg pro bayar
5,Aplikasi ini cukup bagus mantap lah
5,"Bagus aplikasinya, saya suka, jdi saya beri 5 bintang😊"
5,Mudah dan bagus Sangat berguna
5,Sangat ok ..tpi free jgn bayar🤦‍♂️
5,Efek Gambar yang sudah di edit dari Apk ini terlihat nyata
3,ko jdi gabisa sii udah d apdet juga
5,Sangat baguss.... Saya suka pakai aplikasi ini...
5,Lau bisa yang pro bisa die pakai tanpa bayar
4,lumayanlah untuk fun..
5,lumayan nieh aplikasi nya mantaaaapppp
3,Parah sudah update malah disuruh berbayar
5,Top dan keren apk nya
5,Sangat bgs aplikasi ini q suka.
1,terjadi masalah pada saat akan memulai mengedit
3,bagus tp kurang sempurna
5,"Aplikasi yang sangat ""jujur"" banget ... waakakakakkk ... ngakak lihat hasilnya ... 😘😘😘"
5,ruar biasa tingkatkan lagi
5,Mantap biasa di buat penyamaran
5,mantul ini aplikasi. syukakkk bnget. gak nyesel download
5,menarik untuk disimpan
5,Ya bagus gambarnya
1,aplikasi tak berfungsi
5,"Aplikasi ini sangat bagus,mantap"
5,Aplikasi yg bagus untuk di coba
1,Kurang bagus skrng ini tdk bs yg pro
5,Aplikasinya bagus bangat sumpah kalian wajib download aplikasi ini nesel kalu ga download
3,Servernya sering sibuk mulu
3,nyoba dulu klw bagus nanty di tambahin yaa
5,Walaupun aku blm mainkan banyak orang bilang bagus yh aku jgk ikutan bagus 👍
5,Merubah wajah dg sempurna
5,"Bagus,,,bisa buat hiburan"
1,ada tulisan tidak beres!
5,Bagus sekali aplikasi ini saya suka. Buruan download sekarang ok
5,Aplikasi ini luar iasa baguuuuussss
5,Selama ini masih nyaman..good app
5,Aplikasi ini bagusssssss bangetttttt......................................
5,Aplikasinya bagus dan keren ❤️
5,Foto jadi cantik keren
5,Bisa berfantasi sendiri... Menyenangkan
5,"mantap, luar biasa !!!"
5,Aplikasi ini sangat bagus dan top p😎👍
5,aplikasi luar biasa bagusnya
1,"gagal mulu, server down apa gimana. payah"
1,d.masukin gambar kok loding.nya lama sihh ...
5,"Bener2 Keren dan Dgn mengubah jadi Muda jadi kepengen Muda beneran,😁😁😁 Dan Terima kasih yang sdh menggagas Karya sebagus ini"
5,mirip dengan foto masih muda
5,Bagus sekali apl.nya Terima kasih banyak yaa
1,ga bisa proses foto apk apaan ini....sueee
5,Saya sangat menyukainya. Bintang 5 untuk aplikasi ini.
4,selalu jd yg tercantik
1,lumayan lahh tpi kenapa sih harus pake kouta
